Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/15/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.89,35.086,35.266,35.432,35.588,35.74,35.89,36.048,36.222,36.421,36.655,36.932,37.255,37.624,38.041,38.502,39,39.527,40.082,40.667,41.3,42.002,42.783,43.64,44.558,45.52,46.503,47.474,48.399,49.247,49.987,50.593,51.066,51.413,51.64,51.744,51.727,51.616,51.456,51.295,51.203,51.255,51.484,51.901,52.499,53.238,54.052,54.864,55.614,56.279,56.861,57.387,57.905,58.447,59.016,59.598,60.17,60.706,61.185,,
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,32.054,32.336,32.67,33.07,33.543,34.097,34.735,35.445,36.211,37.023,37.868,38.734,39.61,40.485,41.352,42.205,43.047,43.882,44.712,45.533,46.341,47.133,47.903,48.645,49.348,49.998,50.577,51.082,51.518,51.892,52.221,52.528,52.834,53.157,53.508,53.889,54.296,54.715,55.133,55.547,55.956,56.359,56.761,57.159,57.553,57.939,58.313,58.671,59.012,59.334,59.637,59.917,60.178,60.426,60.667,60.91,61.166,61.44,61.735,,
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.478,37.752,38.042,38.349,38.671,39.004,39.343,39.679,40.01,40.333,40.649,40.961,41.276,41.597,41.925,42.263,42.612,42.97,43.333,43.697,44.056,44.402,44.733,45.046,45.342,45.627,45.907,46.19,46.481,46.783,47.095,47.411,47.726,48.038,48.348,48.658,48.973,49.301,49.642,49.999,50.368,50.744,51.123,51.501,51.883,52.275,52.691,53.136,53.612,54.113,54.628,55.144,55.645,56.117,56.556,56.959,57.328,57.673,58.003,,
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.535,36.872,37.208,37.542,37.874,38.205,38.536,38.866,39.195,39.525,39.848,40.156,40.448,40.732,41.021,41.344,41.738,42.218,42.788,43.435,44.127,44.819,45.466,46.039,46.528,46.938,47.293,47.63,47.981,48.36,48.775,49.229,49.708,50.2,50.694,51.184,51.659,52.112,52.538,52.93,53.279,53.581,53.84,54.064,54.263,54.449,54.638,54.842,55.07,55.329,55.622,55.945,56.288,56.642,57.001,57.359,57.713,58.061,58.402,,
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.1639024390244,68.5486341463415,68.8922682926829,69.1857073170732,69.4294390243902,69.638,69.8374634146341,70.0524634146342,70.3025609756098,70.5892926829268,70.9036341463415,71.2265609756098,71.535,71.8148536585366,72.0646341463415,72.2937073170732,72.5195609756098,72.7616585365854,73.0310731707317,73.3293658536585,73.6471463414634,73.9694878048781,74.279,74.5658536585366,74.8291219512195,75.078512195122,75.3297073170732,75.5981463414634,75.891243902439,76.6878048780488,76.9390243902439,77.1365853658537,77.3829268292683,77.390243902439,77.6390243902439,77.5853658536585,77.6853658536585,78.1365853658537,77.8390243902439,77.9878048780488,77.8878048780488,78.3878048780488,78.6414634146342,78.8414634146342,79.0390243902439,79.2390243902439,79.4390243902439,79.4390243902439,79.9390243902439,80.1878048780488,80.3878048780488,80.7317073170732,80.6341463414634,81.2853658536585,81.3853658536585,81.0365853658537,81.3878048780488,81.2878048780488,81.7878048780488,,
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.231,62.657,63.064,63.451,63.817,64.161,64.484,64.789,65.077,65.352,65.619,65.88,66.139,66.395,66.649,66.895,67.13,67.347,67.545,67.723,67.879,68.012,68.128,68.234,68.341,68.462,68.612,68.798,69.024,69.292,69.598,69.937,70.295,70.659,71.015,71.356,71.673,71.964,72.226,72.455,72.648,72.805,72.929,73.023,73.088,73.123,73.125,73.096,73.038,72.96,72.867,72.768,72.669,72.579,72.503,72.445,72.408,72.388,72.384,,
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,63.4146341463415,63.9548780487805,63.449756097561,63.0748780487805,63.1926829268293,63.3,63.4665853658537,63.8336585365854,64.2487804878049,64.6541463414634,64.5824390243902,64.6675609756098,65.0682926829268,65.0317073170732,65.1960975609756,65.5853658536585,65.9009756097561,65.6441463414634,65.7673170731707,65.7980487804878,66.1570731707317,66.4034146341464,66.9634146341464,67.6078048780488,68.1626829268293,68.4353658536586,68.8068292682927,69.2207317073171,69.5192682926829,69.9826829268293,70.2134146341464,70.4678048780488,70.8570731707317,71.0624390243902,71.2990243902439,71.8304878048781,71.5384146341464,71.2463414634146,70.8487804878049,,,,
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.702,47.219,47.75,48.295,48.856,49.434,50.032,50.646,51.267,51.889,52.501,53.091,53.652,54.181,54.676,55.14,55.577,56,56.418,56.84,57.272,57.719,58.183,58.661,59.154,59.661,60.176,60.694,61.214,61.735,62.261,62.799,63.352,63.921,64.502,65.09,65.678,66.257,66.817,67.351,67.849,68.304,68.717,69.092,69.437,69.762,70.082,70.409,70.75,71.108,71.481,71.861,72.236,72.596,72.935,73.25,73.541,73.81,74.063,,
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.97,61.481,61.986,62.482,62.968,63.443,63.907,64.361,64.805,65.239,65.662,66.074,66.473,66.86,67.235,67.599,67.951,68.292,68.624,68.947,69.262,69.567,69.864,70.151,70.431,70.701,70.96,71.209,71.45,71.687,71.925,72.167,72.42,72.685,72.967,73.267,73.589,73.93,74.283,74.646,75.011,75.373,75.726,76.065,76.387,76.687,76.966,77.227,77.474,77.71,77.941,78.173,78.408,78.649,78.895,79.144,79.391,79.631,79.859,,
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.26,60.441,60.623,60.805,60.984,61.157,61.317,61.462,61.588,61.697,61.789,61.868,61.938,62.005,62.072,62.14,62.211,62.283,62.355,62.427,62.498,62.565,62.626,62.684,62.741,62.801,62.869,62.95,63.046,63.159,63.287,63.427,63.576,63.73,63.891,64.064,64.255,64.468,64.705,64.964,65.242,65.532,65.828,66.122,66.412,66.694,66.972,67.247,67.521,67.792,68.059,68.321,68.575,68.819,69.049,69.262,69.454,69.624,69.774,,
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.9616829268293,67.548756097561,68.1059756097561,68.6258536585366,69.1043658536585,69.5428780487805,69.9462195121951,70.3257804878049,70.6905365853659,71.0445609756098,71.386512195122,71.4585365853659,71.4560975609756,72.109756097561,72.6121951219512,73.3682926829268,72.819512195122,73.319512195122,73.5756097560976,73.6731707317073,74.6731707317073,75.3243902439025,75.4292682926829,75.2756097560976,76.0292682926829,76.4341463414634,76.6853658536585,76.8829268292683,77.0829268292683,77.0292682926829,77.3804878048781,77.8829268292683,77.6780487804878,78.0317073170732,78.5292682926829,78.6829268292683,79.6268292682927,80.1268292682927,80.1317073170732,80.3829268292683,80.8780487804878,81.4243902439024,81.4268292682927,81.3780487804878,81.8292682926829,81.6292682926829,82.3756097560976,82.3268292682927,82.3756097560976,82.7756097560976,82.9780487804878,83.4219512195122,83.4804878048781,83.8317073170732,83.9804878048781,84.2780487804878,84.2268292682927,84.6804878048781,84.9341463414634,,
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.274,46.953,47.625,48.285,48.926,49.548,50.151,50.742,51.33,51.921,52.522,53.14,53.778,54.439,55.124,55.834,56.567,57.317,58.08,58.851,59.632,60.427,61.236,62.05,62.859,63.643,64.382,65.062,65.679,66.229,66.723,67.175,67.605,68.028,68.45,68.871,69.284,69.676,70.041,70.378,70.689,70.976,71.249,71.511,71.77,72.026,72.285,72.544,72.803,73.061,73.317,73.569,73.814,74.051,74.278,74.495,74.701,74.898,75.088,,
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.6086585365854,65.015512195122,65.408243902439,65.7878780487805,66.1544390243903,66.5120487804878,66.8627804878049,67.2087317073171,67.5489268292683,67.8813658536585,68.200487804878,68.5016341463415,68.7787317073171,69.029243902439,69.2527073170732,70.0019512195122,70.4553658536585,70.7443902439024,70.5387804878049,70.4273170731707,70.1753658536586,70.3443902439024,70.4826829268293,70.2748780487805,70.2185365853658,70.8860975609756,71.4190243902439,71.470243902439,71.4882926829268,71.8446341463415,72.170487804878,72.1853658536586,71.2414634146342,71.5224390243902,71.8034146341464,72.0843902439024,72.3653658536586,72.4951219512195,72.3170731707317,72.6419512195122,72.8078048780488,74.5129268292683,74.7173170731708,74.6139024390244,75.520243902439,75.2446341463415,75.8368292682927,75.7056097560976,75.9121951219512,76.1682926829268,76.4756097560976,76.7756097560976,76.9243902439024,77.1268292682927,77.4780487804878,77.2756097560976,78.0219512195122,77.8268292682927,78.0707317073171,,
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.762,42.182,42.591,43,43.414,43.837,44.267,44.7,45.134,45.573,46.027,46.508,47.019,47.559,48.119,48.683,49.232,49.746,50.215,50.635,51.009,51.347,51.668,51.987,52.309,52.637,52.97,53.302,53.628,53.949,54.265,54.58,54.894,55.209,55.523,55.829,56.121,56.393,56.648,56.891,57.131,57.382,57.655,57.959,58.292,58.652,59.028,59.408,59.782,60.148,60.511,60.879,61.26,61.658,62.069,62.485,62.896,63.29,63.66,,
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.0031707317073,68.9360975609756,67.8658536585366,68.8741463414634,69.3809756097561,69.0712195121951,69.8224390243902,69.4070731707317,69.230243902439,69.3146341463415,69.1646341463415,69.0524390243902,69.6646341463415,69.5180487804878,69.2480487804878,69.29,69.5731707317073,69.8480487804878,69.3939024390244,69.6153658536586,69.0617073170732,69.1392682926829,69.3578048780488,68.9736585365854,69.0258536585366,68.9721951219512,69.1734146341463,69.6512195121951,70.0234146341464,69.4617073170732,69.3156097560976,69.3770731707317,69.1170731707317,69.1012195121951,69.469756097561,69.7917073170732,70.3287804878049,70.7024390243902,70.5578048780488,70.6770731707317,71.2463414634146,72.2487804878049,72.3487804878049,72.3,72.6487804878049,72.6487804878049,73.0975609756098,73.1512195121951,73.7024390243903,73.9048780487805,74.2073170731707,74.8585365853659,75.0634146341463,75.5658536585366,75.7634146341463,75.5682926829268,76.0634146341464,75.8170731707317,76.0658536585366,,
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.664,47.276,47.877,48.468,49.051,49.629,50.208,50.789,51.374,51.963,52.553,53.14,53.72,54.288,54.843,55.386,55.92,56.448,56.971,57.488,57.995,58.489,58.966,59.423,59.863,60.287,60.7,61.107,61.512,61.915,62.32,62.727,63.131,63.529,63.919,64.291,64.637,64.954,65.244,65.513,65.772,66.037,66.321,66.631,66.969,67.334,67.717,68.105,68.485,68.853,69.205,69.542,69.866,70.179,70.481,70.768,71.035,71.282,71.509,,
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5292682926829,,,,,,,,77.9658536585366,,,,,,,,,,,,,,,,,,
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.422,42.027,42.637,43.252,43.873,44.5,45.136,45.779,46.428,47.081,47.737,48.398,49.061,49.722,50.374,51.012,51.63,52.222,52.786,53.319,53.814,54.268,54.686,55.074,55.441,55.801,56.169,56.553,56.963,57.4,57.865,58.353,58.851,59.349,59.84,60.32,60.783,61.233,61.669,62.093,62.505,62.907,63.304,63.699,64.095,64.5,64.918,65.35,65.794,66.244,66.693,67.13,67.545,67.931,68.286,68.607,68.897,69.165,69.416,,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.796512195122,69.9782682926829,70.1340731707317,70.2729268292683,70.4012926829268,70.5231463414634,70.6384390243903,70.7451463414634,70.8442926829268,70.9378780487805,71.0314390243902,71.1285365853659,71.232243902439,71.3455609756098,71.4720243902439,71.6166097560976,71.7827804878049,71.969,72.1737317073171,72.3934634146342,72.623243902439,72.8560975609756,73.0880731707317,73.3136829268293,73.5314634146342,73.7423658536585,73.9514146341464,74.1625365853659,74.3777073170732,74.5959024390244,74.8090975609756,75.0052682926829,75.1809512195122,75.3361219512195,75.4768048780488,75.6175609756098,75.8317073170732,75.9853658536586,76.1804878048781,76.0829268292683,76.5365853658537,77.1341463414634,77.6341463414634,78.1390243902439,78.5390243902439,78.9439024390244,79.2414634146342,79.6414634146342,80.0951219512195,80.190243902439,80.7439024390244,80.7463414634146,80.8463414634146,80.9487804878049,81.3487804878049,81.4536585365854,81.6536585365854,82.1560975609756,82.2560975609756,,
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.947,45.512,46.069,46.621,47.172,47.729,48.298,48.888,49.503,50.148,50.855,51.661,52.559,53.513,54.463,55.264,55.744,55.827,55.514,54.882,54.114,53.453,53.126,53.287,53.983,55.196,56.828,58.665,60.516,62.272,63.837,65.153,66.243,67.137,67.84,68.377,68.791,69.139,69.471,69.813,70.176,70.553,70.921,71.265,71.592,71.917,72.257,72.626,73.027,73.457,73.905,74.352,74.776,75.162,75.502,75.796,76.047,76.271,76.479,,
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.022,49.222,50.409,51.58,52.73,53.839,54.885,55.85,56.723,57.5,58.201,58.856,59.484,60.086,60.644,61.078,61.291,61.238,60.933,60.435,59.882,59.448,59.275,59.454,60.002,60.877,61.979,63.147,64.246,65.212,66.011,66.653,67.191,67.668,68.089,68.446,68.731,68.936,69.06,69.108,69.082,68.983,68.827,68.636,68.437,68.266,68.157,68.13,68.19,68.34,68.567,68.848,69.148,69.437,69.7,69.929,70.122,70.294,70.454,,
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.4231707317073,73.5034146341464,73.7219512195122,73.0429268292683,73.5417073170732,73.8687804878049,73.3004878048781,73.7831707317073,74.0058536585366,73.7763414634146,73.9339024390244,73.5704878048781,74.4558536585366,74.4509756097561,74.5117073170732,75.5787804878049,76.9721951219512,76.3736585365854,76.6492682926829,76.7731707317073,76.8465853658537,76.5214634146341,77.0378048780488,76.8456097560976,77.5765853658537,77.6024390243902,77.9907317073171,77.3390243902439,77.0829268292683,78.1409756097561,78.0363414634146,77.9919512195122,78.760243902439,78.9346341463415,79.2470731707317,77.9843902439024,78.7778048780488,78.8853658536585,79.6024390243902,79.3512195121951,79.6536585365854,80.690243902439,80.5024390243903,80.9634146341464,80.9975609756098,81.5024390243902,81.1585365853659,81.4536585365854,81.609756097561,81.7512195121951,81.8975609756098,82.3585365853659,82.9170731707317,82.0609756097561,82.8609756097561,82.4682926829268,82.2048780487805,82.6609756097561,82.8609756097561,,
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,72.0065853658536,72.1121951219512,,,,72.2856097560976,71.509756097561,71.0565853658537,70.9704878048781,71.2134146341464,71.7190243902439,71.0780487804878,71.6934146341464,71.6617073170732,72.0451219512195,72.9560975609756,72.9585365853659,73.2073170731707,73.5073170731707,73.8756097560976,74.2609756097561,74.109756097561,74.4585365853658,74.8073170731707,75.2073170731707,74.9560975609756,75.2585365853659,74.4365853658537,76.3073170731707,76.6073170731708,76.7585365853659,76.5048780487805,77.1536585365854,77.4024390243903,77.4512195121951,78.1048780487805,78,78.1487804878049,78.6585365853659,78.9536585365854,79.4073170731707,79.4512195121951,79.6487804878049,80.1463414634146,80.1512195121951,80.5536585365854,80.5048780487805,80.9512195121951,81.4048780487805,81.6024390243902,81.6560975609756,81.7048780487805,82.0560975609756,82.1536585365854,82.0512195121951,82.4073170731707,82.5512195121951,82.8024390243902,,
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.1239024390244,69.760243902439,69.149756097561,69.2480487804878,70.3117073170732,70.1717073170732,70.9260975609756,70.9565853658537,70.78,70.8119512195122,71.5587804878049,71.8068292682927,72.0753658536586,72.0263414634146,72.7343902439024,72.6473170731708,72.9919512195122,73.3646341463415,73.6931707317073,74.0026829268293,73.9431707317073,74.3539024390244,74.8146341463415,74.640243902439,75.389512195122,75.4707317073171,75.7707317073171,76.219512195122,76.3707317073171,76.819512195122,76.9707317073171,77.019512195122,77.419512195122,77.7219512195122,77.9219512195122,78.1707317073171,78.5219512195122,78.8243902439024,78.9756097560976,79.4243902439024,79.7780487804878,80.1268292682927,80.229268292683,79.9829268292683,80.7804878048781,80.7829268292683,81.2829268292683,81.4341463414634,81.4853658536586,81.6365853658537,82.0365853658537,82.1878048780488,82.2390243902439,82.690243902439,83.090243902439,82.5439024390244,83.2439024390244,82.9463414634146,83.3463414634146,,
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.77,65.133,65.465,65.784,66.1,66.42,66.74,67.051,67.349,67.636,67.917,68.2,68.491,68.791,69.099,69.41,69.718,70.015,70.294,70.553,70.793,71.012,71.217,71.416,71.614,71.823,72.056,72.317,72.601,72.903,73.204,73.485,73.727,73.918,74.053,74.133,74.167,74.172,74.164,74.152,74.142,74.139,74.14,74.142,74.146,74.148,74.143,74.129,74.103,74.071,74.038,74.012,74.001,74.01,74.042,74.098,74.175,74.267,74.368,,
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.651,53.438,54.22,54.995,55.765,56.526,57.279,58.022,58.752,59.468,60.171,60.864,61.545,62.215,62.869,63.502,64.108,64.683,65.224,65.731,66.207,66.656,67.086,67.5,67.899,68.283,68.649,68.992,69.311,69.604,69.872,70.113,70.331,70.529,70.712,70.885,71.053,71.219,71.386,71.556,71.73,71.907,72.083,72.256,72.427,72.595,72.763,72.931,73.099,73.266,73.428,73.581,73.722,73.851,73.969,74.078,74.184,74.292,74.405,,
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.6660975609756,68.31,68.5948780487805,69.6580487804878,70.1324390243902,70.2019512195122,70.9865853658537,71.2765853658537,71.6112195121951,71.8387804878049,71.950243902439,72.8829268292683,73.5065853658537,73.7575609756098,74.3939024390244,75.0573170731707,75.4568292682927,75.8982926829268,76.0382926829268,76.3375609756098,76.0917073170732,76.4143902439025,76.9229268292683,76.9614634146342,77.3653658536585,77.650487804878,78.0646341463415,78.4836585365854,78.3992682926829,78.8180487804878,78.8368292682927,79.1007317073171,79.1539024390244,79.2936585365854,79.6870731707317,79.5363414634147,80.200243902439,80.4241463414634,80.5014634146342,80.5707317073171,81.0760975609756,81.4170731707317,81.5634146341463,81.76,82.030243902439,81.9251219512195,82.3219512195122,82.5070731707317,82.5875609756098,82.9314634146342,82.8426829268293,82.5912195121951,83.0960975609756,83.3319512195122,83.5878048780488,83.7939024390244,83.9848780487805,84.099756097561,84.2109756097561,,
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.3675853658537,58.7815853658537,59.1995609756098,59.6195365853659,60.038,60.4519512195122,60.8554146341464,61.2433902439024,61.6128780487805,61.9598780487805,62.2793902439024,62.5669024390244,62.8259268292683,63.0609268292683,63.2799268292683,63.4918780487805,63.7092682926829,63.9400975609756,64.1919024390244,64.4667317073171,66.6243902439024,66.7060975609756,66.7878048780488,67.6621951219512,68.5365853658537,68.5365853658537,68.9134146341463,69.290243902439,68.8487804878049,68.290243902439,68.3365853658536,67.9829268292683,67.7317073170732,66.7268292682927,65.6731707317073,64.919512195122,64.109756097561,64.4634146341464,64.5609756097561,65.519512195122,65.5170731707317,65.7682926829268,65.9682926829268,65.8658536585366,65.8878048780488,65.909756097561,66.1609756097561,66.5048780487805,67.0219512195122,68.4292682926829,68.2953658536585,68.98,69.61,70.45,71.62,72,72.3,72.95,73.15,,
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.76,47.417,48.058,48.674,49.261,49.821,50.364,50.902,51.446,51.998,52.557,53.118,53.674,54.218,54.749,55.273,55.802,56.337,56.872,57.393,57.881,58.316,58.676,58.94,59.093,59.12,59.01,58.773,58.422,57.967,57.406,56.736,55.973,55.151,54.31,53.486,52.709,52.014,51.448,51.059,50.921,51.101,51.606,52.41,53.475,54.732,56.093,57.463,58.76,59.932,60.959,61.851,62.659,63.419,64.135,64.798,65.393,65.909,66.342,,
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.1280731707317,56.5641219512195,57.0026585365854,57.4431951219512,57.882243902439,58.3152682926829,58.7382926829268,59.1463170731707,59.5358536585366,59.9038780487805,60.2449024390244,60.5544146341464,60.8354146341464,61.0929024390244,61.3329024390244,61.5648536585366,61.797243902439,62.0400731707317,62.3009024390244,62.585756097561,62.9037804878049,63.2636341463415,63.6588780487805,64.077512195122,64.5049268292683,64.9189512195122,65.2937804878049,65.6111951219512,65.8585853658537,67.9073170731707,68.2975609756098,68.5512195121951,68.1024390243902,67.1926829268293,66.0390243902439,65.790243902439,66.5439024390244,66.8926829268293,67.0512195121951,68.6560975609756,68.5585365853659,68.7073170731707,68.1560975609756,68.2560975609756,68.1536585365854,67.9560975609756,67.6951219512195,67.8951219512195,68.4512195121951,69.1024390243903,69.3,69.6024390243902,70.0024390243902,70.2024390243902,70.4024390243902,70.6512195121951,70.9512195121951,71.2,71.4,,
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.242,41.366,41.526,41.71,41.893,42.083,42.298,42.486,42.55,42.369,41.566,39.699,36.676,32.667,28.04,23.595,20.317,18.907,19.725,22.744,27.536,33.342,39.157,44.173,48.025,50.563,51.916,52.587,52.999,53.302,53.595,53.916,54.228,54.514,54.82,55.189,55.653,56.212,56.862,57.604,58.432,59.335,60.283,61.241,62.186,63.088,63.927,64.697,65.394,66.014,66.56,67.043,67.48,67.888,68.273,68.637,68.977,69.289,69.57,,
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.061,47.557,48.071,48.601,49.145,49.697,50.25,50.796,51.327,51.837,52.323,52.782,53.218,53.633,54.027,54.399,54.748,55.074,55.382,55.679,55.971,56.266,56.569,56.886,57.221,57.579,57.962,58.366,58.783,59.209,59.636,60.053,60.455,60.837,61.198,61.539,61.866,62.188,62.509,62.829,63.144,63.446,63.731,63.995,64.242,64.478,64.712,64.953,65.208,65.48,65.769,66.072,66.381,66.69,66.995,67.291,67.577,67.851,68.116,,
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,63.9512195121951,,,,,65.9512195121951,,,,,67.9512195121951,,,,,70.0363414634146,,,,,71.3365853658537,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.4155365853659,56.0149756097561,56.5123170731707,56.9706097560976,57.4409268292683,57.9682926829268,58.5751707317073,59.2414634146342,59.9446097560976,60.6750243902439,62.1634146341464,62.6121951219512,63.009756097561,63.4073170731707,63.8048780487805,64.1536585365854,64.5024390243902,64.9,65.1975609756098,65.5463414634146,66.0463414634146,66.5463414634146,67.0951219512195,67.5463414634146,68.1951219512195,68.7951219512195,69.4463414634146,69.9975609756098,70.5487804878049,71.0487804878049,71.5975609756098,72.0463414634146,72.4975609756098,72.9975609756098,73.3975609756098,73.7,74.1512195121951,74.6024390243902,75.0048780487805,75.409756097561,75.909756097561,76.4121951219512,76.7658536585366,77.2146341463415,77.6658536585366,78.1682926829268,78.6682926829268,79.119512195122,79.5170731707317,79.9682926829268,80.1170731707317,80.5682926829268,80.819512195122,81.2707317073171,81.7219512195122,82.0243902439024,82.2756097560976,82.6268292682927,82.6268292682927,,
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.343,60.099,60.841,61.565,62.265,62.934,63.566,64.158,64.713,65.231,65.715,66.169,66.602,67.02,67.426,67.824,68.217,68.602,68.977,69.342,69.693,70.028,70.344,70.64,70.914,71.167,71.398,71.61,71.805,71.985,72.15,72.3,72.435,72.556,72.666,72.764,72.852,72.931,73.004,73.074,73.142,73.21,73.28,73.355,73.439,73.538,73.66,73.807,73.976,74.162,74.358,74.55,74.728,74.885,75.019,75.13,75.224,75.311,75.398,,
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.204,43.511,43.817,44.121,44.424,44.728,45.033,45.34,45.65,45.962,46.273,46.578,46.876,47.166,47.449,47.722,47.985,48.244,48.503,48.771,49.061,49.386,49.753,50.162,50.61,51.084,51.566,52.04,52.497,52.935,53.364,53.799,54.258,54.753,55.285,55.851,56.44,57.04,57.637,58.225,58.803,59.372,59.937,60.502,61.065,61.625,62.182,62.731,63.271,63.797,64.306,64.797,65.267,65.717,66.144,66.546,66.924,67.277,67.61,,
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.267,63.575,63.871,64.157,64.435,64.709,64.982,65.255,65.528,65.8,66.067,66.323,66.565,66.789,66.995,67.183,67.352,67.507,67.656,67.802,67.952,68.113,68.287,68.478,68.689,68.918,69.163,69.42,69.689,69.969,70.266,70.584,70.929,71.3,71.699,72.125,72.576,73.046,73.528,74.017,74.507,74.999,75.488,75.969,76.432,76.865,77.26,77.609,77.911,78.161,78.36,78.507,78.611,78.683,78.732,78.768,78.8,78.833,78.875,,
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.264,34.56,34.911,35.322,35.796,36.324,36.895,37.491,38.099,38.714,39.338,39.98,40.65,41.346,42.061,42.786,43.514,44.226,44.902,45.52,46.053,46.474,46.776,46.962,47.038,47.004,46.862,46.645,46.399,46.174,46.046,46.097,46.357,46.832,47.506,48.314,49.163,49.963,50.657,51.234,51.734,52.236,52.826,53.554,54.422,55.393,56.4,57.365,58.229,58.971,59.6,60.146,60.663,61.186,61.723,62.269,62.802,63.295,63.73,,
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.609,44.211,45.833,47.415,48.914,50.303,51.581,52.778,53.921,55.011,56.052,57.046,57.995,58.902,59.77,60.6,61.393,62.15,62.869,63.548,64.185,64.771,65.306,65.793,66.235,66.644,67.03,67.405,67.775,68.141,68.503,68.85,69.175,69.469,69.732,69.965,70.169,70.352,70.522,70.684,70.852,71.038,71.244,71.466,71.693,71.902,72.063,72.155,72.174,72.129,72.044,71.956,71.901,71.907,71.981,72.121,72.311,72.52,72.724,,
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.739,57.589,58.428,59.246,60.035,60.781,61.471,62.099,62.67,63.188,63.667,64.124,64.578,65.04,65.515,65.997,66.478,66.94,67.374,67.775,68.144,68.484,68.803,69.11,69.407,69.698,69.985,70.266,70.54,70.81,71.074,71.335,71.592,71.843,72.087,72.323,72.547,72.759,72.958,73.144,73.319,73.486,73.648,73.808,73.966,74.122,74.276,74.426,74.571,74.712,74.852,74.993,75.138,75.286,75.44,75.596,75.752,75.907,76.057,,
