Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/15/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.012,48.628,49.224,49.792,50.334,50.872,51.432,52.038,52.702,53.42,54.174,54.935,55.671,56.36,56.994,57.575,58.114,58.636,59.158,59.691,60.24,60.804,61.378,61.958,62.542,63.132,63.731,64.338,64.949,65.56,66.165,66.757,67.33,67.88,68.405,68.903,69.378,69.834,70.274,70.7,71.111,71.505,71.882,72.24,72.581,72.908,73.222,73.528,73.826,74.12,74.41,74.697,74.981,75.258,75.529,75.792,76.044,76.286,76.516,,
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.105,61.509,61.86,62.16,62.411,62.618,62.784,62.915,63.017,63.097,63.155,63.19,63.202,63.197,63.185,63.183,63.206,63.263,63.362,63.503,63.677,63.87,64.067,64.26,64.451,64.655,64.895,65.186,65.534,65.933,66.366,66.811,67.239,67.628,67.962,68.231,68.431,68.574,68.675,68.744,68.793,68.835,68.88,68.937,69.013,69.112,69.233,69.37,69.515,69.667,69.823,69.984,70.149,70.315,70.481,70.644,70.802,70.952,71.095,,
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0692682926829,,,,,71.8446341463415,,,,,70.4936585365854,,,,,69.1292682926829,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.935,39.542,40.167,40.817,41.495,42.201,42.931,43.676,44.425,45.173,45.916,46.653,47.383,48.105,48.815,49.512,50.197,50.867,51.518,52.145,52.735,53.276,53.763,54.197,54.581,54.925,55.242,55.548,55.855,56.168,56.492,56.823,57.152,57.473,57.781,58.073,58.344,58.594,58.828,59.049,59.265,59.487,59.722,59.974,60.245,60.534,60.836,61.141,61.442,61.739,62.029,62.316,62.604,62.892,63.181,63.466,63.744,64.01,64.263,,
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.6804878048781,67.7780487804878,67.4268292682927,68.3756097560976,68.6292682926829,69.4292682926829,69.8268292682927,69.4243902439024,70.219512195122,69.719512195122,69.8682926829268,69.6121951219512,70.6658536585366,70.6634146341464,71.1170731707317,70.5609756097561,70.6560975609756,70.4024390243902,70.3512195121951,70.7512195121951,70.0975609756098,71.0512195121951,71.1024390243902,71,70.8,70.5487804878049,70.8487804878049,70.8975609756098,71.3317073170732,71.0439024390244,70.890243902439,70.5878048780488,71.090243902439,71.5951219512195,71.6951219512195,71.8926829268293,72.2463414634146,72.6463414634146,72.9975609756098,73.0439024390244,73.7487804878049,74.2,74.4975609756098,74.5975609756098,74.8463414634146,74.9951219512195,75.1439024390244,75.2439024390244,75.5439024390244,75.6951219512195,76.2463414634146,76.6951219512195,76.7463414634146,77,77.6024390243902,77.4512195121951,77.8512195121951,77.7536585365854,77.6024390243902,,
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.7196097560976,68.9431707317073,69.1454390243903,69.356,69.5932926829268,69.870756097561,70.1867073170732,70.523512195122,70.8641463414634,71.2026097560976,71.5355365853659,71.8590975609756,72.1694634146342,72.4647317073171,72.7379024390244,72.9824634146342,73.1908292682927,73.3613170731707,73.4987317073171,73.6064390243902,73.700243902439,73.7974634146342,73.9085853658537,74.0366341463415,74.1776341463415,74.3091951219512,74.4003902439024,74.4309756097561,74.3940975609756,74.2989512195122,74.1691707317073,74.0388048780488,73.9463658536586,73.9208780487805,73.9769024390244,74.1245609756098,74.3614634146342,74.6640487804878,75.0072926829268,75.375487804878,76.6892682926829,77.0668292682927,77.760487804878,78.0712195121951,78.1758536585366,78.2960975609756,78.4163414634146,78.4258536585366,77.9629268292683,78.191,78.4190975609756,78.6406585365854,78.8475853658537,79.0343414634146,79.2024634146342,79.353487804878,79.4949756097561,79.6345365853659,79.7781951219512,,
"Korea, Dem. People’s Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.297,51.674,52.076,52.61,53.335,54.264,55.356,56.506,57.625,58.681,59.656,60.549,61.379,62.161,62.896,63.579,64.206,64.776,65.294,65.762,66.186,66.571,66.924,67.255,67.569,67.9,68.284,68.719,69.177,69.611,69.896,69.879,69.492,68.742,67.698,66.537,65.495,64.772,64.493,64.684,65.268,66.087,66.925,67.615,68.102,68.389,68.54,68.675,68.884,69.185,69.571,70.012,70.454,70.853,71.198,71.481,71.711,71.91,72.095,,
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.2729024390244,63.6863658536585,64.0952195121951,64.496512195122,64.8912682926829,65.2800487804878,65.6634634146342,66.0455365853658,66.4272926829268,66.8127073170732,67.0731707317073,66.7707317073171,68.3243902439024,67.5243902439024,68.019512195122,68.309756097561,68.8609756097561,70.0121951219512,70.3170731707317,71.1682926829268,71.2146341463415,71.6146341463415,72.4146341463415,72.2658536585366,72.5146341463414,72.8146341463415,73.2658536585366,73.6658536585366,73.7146341463415,74.2658536585366,73.9658536585366,74.0146341463415,74.3121951219512,74.5121951219512,74.9146341463415,75.3121951219512,75.2609756097561,75.4121951219512,75.7121951219512,75.9634146341464,76.3146341463415,76.8146341463415,77.0658536585366,77.219512195122,77.6707317073171,78.0707317073171,78.419512195122,78.3219512195122,78.5243902439025,78.7268292682927,79.0268292682927,80.4707317073171,80.3731707317073,80.7219512195122,81.1219512195122,81.1243902439024,81.1243902439024,81.4243902439024,81.3243902439024,,
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.881,64.105,64.314,64.5,64.659,64.793,64.908,65.015,65.124,65.241,65.368,65.506,65.653,65.806,65.964,66.13,66.302,66.481,66.664,66.847,67.026,67.192,67.343,67.479,67.603,67.723,67.85,67.993,68.157,68.343,68.545,68.753,68.958,69.152,69.335,69.511,69.69,69.88,70.087,70.31,70.546,70.786,71.023,71.249,71.464,71.667,71.862,72.055,72.251,72.45,72.653,72.86,73.068,73.274,73.473,73.662,73.836,73.992,74.131,,
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.048,68.433,68.795,69.135,69.455,69.757,70.041,70.309,70.56,70.797,71.022,71.239,71.447,71.648,71.842,72.028,72.203,72.366,72.517,72.656,72.788,72.915,73.041,73.17,73.303,73.442,73.589,73.74,73.895,,
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.282,56.708,57.093,57.465,57.845,58.242,58.654,59.061,59.452,59.827,60.183,60.518,60.836,61.149,61.469,61.823,62.239,62.728,63.291,63.916,64.576,65.234,65.854,66.407,66.883,67.278,67.604,67.888,68.156,68.424,68.704,69.007,69.332,69.678,70.044,70.426,70.815,71.202,71.58,71.946,72.303,72.658,73.017,73.382,73.751,74.116,74.466,74.793,75.092,75.363,75.611,75.844,76.074,76.307,76.546,76.787,77.024,77.251,77.462,,
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.094,61.851,62.61,63.369,64.123,64.866,65.588,66.282,66.942,67.567,68.156,68.713,69.245,69.758,70.254,70.734,71.198,71.644,72.072,72.48,72.869,73.239,73.589,73.922,74.237,74.537,74.821,75.091,75.349,75.593,75.824,76.041,76.241,76.427,76.599,76.759,76.909,77.052,77.19,77.327,77.467,77.612,77.762,77.919,78.083,78.252,78.425,78.601,78.775,78.945,79.108,79.26,79.399,79.527,79.646,79.758,79.868,79.981,80.1,,
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.6424390243903,66.4158780487805,67.0290731707317,67.4410731707317,67.6504390243902,67.6978536585366,67.6594634146342,67.6269024390244,67.671243902439,67.8149268292683,68.0564146341464,68.5041463414634,68.470243902439,69.0056097560976,69.499756097561,69.6139024390244,69.6987804878049,69.7419512195122,69.480487804878,69.1531707317073,69.0909756097561,69.3682926829268,69.5317073170732,69.7263414634147,69.6587804878049,69.7068292682927,69.4963414634146,69.2268292682927,69.3880487804878,69.5307317073171,69.7412195121951,69.7843902439024,69.7843902439024,69.5634146341464,69.509756097561,69.4560975609756,69.1048780487805,69.0048780487805,69.8073170731708,70.5121951219512,71.1634146341464,71.1609756097561,71.009756097561,71.309756097561,71.5942756097561,71.8788951219512,72.1634146341464,72.5658536585366,72.5658536585366,73.309756097561,73.4585365853659,74.409756097561,74.4121951219512,75.0634146341463,74.909756097561,74.9121951219512,75.209756097561,75.309756097561,75.3585365853659,,
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.0552926829268,66.5970243902439,67.0214146341464,67.3399024390244,67.566512195122,67.7188536585366,67.812512195122,67.8601463414634,67.8743414634146,67.8671219512195,68.1336585365854,68.3765853658537,68.3085365853659,68.2946341463415,68.320243902439,67.7239024390244,67.4875609756098,67.3763414634146,67.3909756097561,67.1143902439024,67.0339024390244,67.2639024390244,67.8060975609756,67.6526829268293,67.2026829268293,67.8568292682927,69.389756097561,69.44,69.4643902439024,69.1717073170732,68.8860975609756,68.4743902439024,66.8731707317073,64.9358536585366,64.4670731707317,64.6907317073171,65.8541463414634,66.6987804878049,67.029756097561,65.9821951219512,65.4836585365854,65.3834146341464,65.1287804878049,65.0478048780488,65.4709756097561,65.529756097561,66.7275609756098,67.5868292682927,67.9492682926829,68.6846341463415,68.8412195121951,69.6839024390244,70.0721951219512,70.5787804878049,70.7436585365854,71.1834146341464,71.6512195121951,72.4319512195122,72.6573170731707,,
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.616,42.941,43.251,43.54,43.803,44.034,44.225,44.38,44.505,44.609,44.696,44.772,44.848,44.945,45.084,45.315,45.692,46.225,46.895,47.661,48.527,49.498,50.487,51.342,51.888,51.685,50.233,47.409,43.361,38.439,33.413,29.248,26.691,26.172,27.738,31.037,35.38,39.838,43.686,46.639,48.649,49.936,50.987,52.178,53.595,55.254,57.083,58.915,60.612,62.129,63.433,64.523,65.438,66.219,66.884,67.45,67.93,68.341,68.7,,
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.120208188067,42.7424786004499,43.3665355791448,43.9914377761874,44.6155204867259,45.2322245352499,45.8352184795371,46.4188124874138,46.9824001042466,47.5289984899358,48.0701681756976,48.6237782032007,49.2006752489782,49.8048687709327,50.4313811501698,51.0706081520746,51.7077331248925,52.3245294024817,52.9093432492139,53.4563284684693,53.9588443319036,54.4170499100527,54.8412669484008,55.2417705553555,55.6269286855109,56.0089443799258,56.4000696690979,56.8052358429081,57.2309494675216,57.6771334057873,58.1448009852359,58.6300467499723,59.1231344707417,59.6169085359239,60.106864434378,60.5898554706852,61.060992382218,61.5217647312146,61.9697088944081,62.4043113203734,62.8239827828773,63.2289921393114,63.6237711459579,64.0113964842553,64.3951878712636,64.7831708529086,65.1799329141394,65.5877135689297,66.0052498179568,66.4278567036032,66.8487685318254,67.2583178427736,67.6463399602528,68.0077190249383,68.3402062592725,68.6419006832955,68.9161514390397,69.1713119009688,69.4122476461494,,
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.638,46.145,46.665,47.207,47.781,48.408,49.107,49.888,50.751,51.692,52.703,53.771,54.872,55.981,57.078,58.148,59.179,60.169,61.116,62.016,62.863,63.66,64.411,65.122,65.795,66.43,67.028,67.589,68.116,68.611,69.078,69.522,69.945,70.349,70.733,71.099,71.445,71.766,72.06,72.327,72.561,72.759,72.92,73.051,73.159,73.256,73.355,73.467,73.598,73.75,73.917,74.089,74.254,74.402,74.533,74.651,74.761,74.874,74.998,,
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.194,48.618,49.035,49.446,49.852,50.257,50.663,51.069,51.469,51.86,52.234,52.583,52.901,53.184,53.43,53.638,53.807,53.946,54.061,54.161,54.253,54.342,54.435,54.534,54.645,54.768,54.901,55.039,55.182,55.334,55.5,55.687,55.899,56.14,56.41,56.709,57.032,57.374,57.73,58.096,58.472,58.859,59.258,59.67,60.092,60.525,60.969,61.422,61.879,62.33,62.764,63.171,63.542,63.875,64.169,64.429,64.663,64.881,65.095,,
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.223,38.38,38.462,38.477,38.449,38.407,38.386,38.424,38.558,38.816,39.227,39.814,40.562,41.445,42.442,43.521,44.641,45.767,46.869,47.927,48.944,49.94,50.938,51.945,52.946,53.914,54.813,55.61,56.283,56.818,57.202,57.43,57.529,57.535,57.48,57.404,57.342,57.323,57.376,57.523,57.787,58.177,58.675,59.259,59.912,60.62,61.365,62.126,62.88,63.607,64.284,64.898,65.448,65.939,66.37,66.747,67.078,67.38,67.665,,
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.6598292682927,66.0871951219512,66.432243902439,66.7008048780488,66.9102195121951,67.0858048780488,67.2559512195122,67.4457317073171,67.6737317073171,67.9510731707317,68.2794146341464,68.6504634146342,69.0429024390244,69.4403170731707,69.8347804878049,70.2197073170732,70.5939756097561,70.9609024390244,71.3233414634146,71.6827317073171,72.190243902439,72.5878048780488,72.6878048780488,73.0365853658537,73.290243902439,73.890243902439,74.2463414634146,74.5487804878049,74.6975609756098,74.9463414634146,75.2951219512195,75.6463414634146,75.9463414634146,76.0463414634146,76.1975609756098,76.2951219512195,76.5951219512195,76.8975609756098,77.3,77.5512195121951,77.9512195121951,78.2512195121951,78.5512195121951,79.0390243902439,79.490243902439,79.990243902439,80.1414634146342,80.4414634146342,80.790243902439,81.2414634146342,81.5414634146342,81.7439024390244,81.9951219512195,82.2463414634146,82.4951219512195,82.7439024390244,82.8463414634146,83.0951219512195,83.1463414634146,,
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.123,48.939,49.749,50.555,51.357,52.157,52.962,53.771,54.584,55.396,56.203,56.998,57.774,58.522,59.233,59.899,60.515,61.079,61.591,62.05,62.453,62.798,63.091,63.338,63.547,63.724,63.872,63.998,64.114,64.231,64.365,64.527,64.725,64.961,65.237,65.552,65.903,66.278,66.665,67.057,67.442,67.816,68.175,68.518,68.845,69.158,69.462,69.762,70.063,70.366,70.674,70.985,71.296,71.601,71.896,72.173,72.424,72.645,72.835,,
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,31.566,31.925,32.302,32.705,33.134,33.59,34.072,34.572,35.08,35.59,36.098,36.599,37.092,37.572,38.032,38.468,38.881,39.268,39.623,39.936,40.194,40.386,40.504,40.545,40.506,40.377,40.147,39.827,39.439,39.009,38.563,38.122,37.717,37.384,37.158,37.083,37.194,37.496,37.98,38.634,39.441,40.369,41.376,42.419,43.467,44.502,45.517,46.52,47.508,48.468,49.382,50.234,51.018,51.731,52.372,52.941,53.444,53.895,54.309,,
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.95,50.621,51.256,51.847,52.391,52.893,53.36,53.803,54.226,54.628,54.998,55.32,55.586,55.793,55.948,56.052,56.11,56.142,56.178,56.248,56.394,56.658,57.058,57.601,58.283,59.097,60.025,61.024,62.044,63.05,64,64.858,65.617,66.273,66.824,67.277,67.651,67.978,68.284,68.581,68.875,69.162,69.432,69.68,69.908,70.124,70.333,70.542,70.756,70.978,71.21,71.449,71.692,71.935,72.175,72.412,72.644,72.872,73.096,,
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4170731707317,,,,,,,,
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.976,37.374,37.773,38.175,38.578,38.982,39.384,39.783,40.179,40.57,40.957,41.342,41.727,42.111,42.494,42.876,43.259,43.639,44.013,44.375,44.726,45.068,45.394,45.696,45.961,46.146,46.2,46.115,45.912,45.634,45.378,45.26,45.361,45.721,46.337,47.151,48.067,48.967,49.754,50.392,50.869,51.213,51.492,51.762,52.043,52.346,52.669,52.998,53.326,53.654,53.99,54.342,54.713,55.104,55.509,55.92,56.324,56.709,57.068,,
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4878048780488,,,,,,72.0390243902439,,,71.5829268292683,72.2341463414634,72.2853658536586,72.4365853658537,72.6829268292683,72.8341463414634,73.3853658536585,73.6317073170732,73.8853658536585,73.9853658536586,74.3365853658537,74.5365853658537,74.8365853658537,75.1853658536585,75.3365853658537,75.2878048780488,75.6878048780488,75.5390243902439,75.890243902439,,
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,31.697,32.125,32.55,32.975,33.402,33.828,34.248,34.656,35.051,35.432,35.807,36.186,36.575,36.974,37.378,37.767,38.118,38.417,38.662,38.861,39.033,39.206,39.41,39.671,40.005,40.423,40.931,41.513,42.149,42.825,43.524,44.232,44.932,45.611,46.257,46.855,47.395,47.884,48.333,48.754,49.166,49.592,50.05,50.55,51.095,51.686,52.315,52.96,53.6,54.219,54.8,55.325,55.791,56.2,56.552,56.855,57.12,57.365,57.604,,
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.3778979179808,40.8247097390708,41.2604156653377,41.6833560410143,42.0945699185438,42.4959605178293,42.8926880665158,43.2888874215428,43.6894656978272,44.0953264830539,44.5079850416752,44.9278853346928,45.3514339968793,45.7736168579096,46.1910140546367,46.5997776606238,46.9967786913085,47.3807255346201,47.7499802489676,48.1037237011231,48.4450139119479,48.7677228215503,49.0746284032231,49.3628084340593,49.6258772300736,49.8528968578836,50.0304763304401,50.1515044451106,50.2160620544211,50.2325145064691,50.2145741806774,50.1799470041029,50.1411621567596,50.1056971783944,50.0737579449902,50.0476259188132,50.0361024446181,50.0541804613206,50.1184172326254,50.2447707442066,50.4502140085527,50.7500236386157,51.1481644169898,51.6421312393619,52.2247902590607,52.886428040445,53.6142094633722,54.3854325924344,55.1744564227716,55.961118121424,56.7254700434881,57.4560025475248,58.1495795385572,58.8013898931051,59.4047999444643,59.9528305490993,60.44238733816,60.8800023700024,61.2730146485793,,
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.0198770665388,55.4556672981408,55.8732112452073,56.2583450148181,56.6371234840777,56.991614930963,57.3121015553959,57.626633397893,57.9286391020538,58.2226149073715,58.521986038088,58.8147158015765,59.1161369154244,59.3996125128586,59.680187959326,59.9797362199267,60.2999715108141,60.6205558250274,60.9738796286892,61.3396305544104,61.736202807131,62.1077787712753,62.5150341576917,62.8360000214003,63.1433947129082,63.430881753769,63.7246461575636,64.0053632220255,64.1388366912782,64.2412358844072,64.297514058263,64.3468721656877,64.3318716698087,64.1650389742989,63.9773281351199,63.8685994730681,63.7784148303939,63.6179670878384,63.3461014710027,63.2029920266989,63.1110434697378,63.026448620723,63.0859948853366,63.1421537163385,63.3584218929326,63.6720069935029,64.0440687613388,64.5149020885774,65.0540485287997,65.63703115702,66.2012024653892,66.7456678317987,67.2839494393867,67.765058079862,68.2053778037837,68.6140108206917,68.9604627311958,69.2790747333305,69.5411326605455,,
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.378,50.909,51.428,51.931,52.417,52.891,53.361,53.838,54.328,54.833,55.358,55.907,56.472,57.04,57.597,58.13,58.623,59.063,59.436,59.731,59.928,60.014,59.992,59.878,59.688,59.442,59.161,58.874,58.608,58.392,58.247,58.188,58.212,58.318,58.511,58.795,59.172,59.631,60.159,60.742,61.365,62.017,62.687,63.359,64.02,64.659,65.27,65.854,66.412,66.938,67.43,67.885,68.306,68.695,69.052,69.377,69.67,69.933,70.17,,
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.682,60.038,60.377,60.705,61.026,61.346,61.666,61.984,62.299,62.609,62.911,63.199,63.47,63.724,63.964,64.201,64.445,64.704,64.981,65.274,65.575,65.873,66.154,66.409,66.631,66.819,66.978,67.113,67.233,67.341,67.436,67.519,67.59,67.647,67.695,67.731,67.753,67.762,67.768,67.781,67.822,67.913,68.064,68.28,68.555,68.877,69.227,69.579,69.91,70.209,70.465,70.676,70.851,71.002,71.133,71.249,71.358,71.463,71.57,,
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.9236585365854,70.2508536585366,70.4722926829268,70.5949268292683,70.6327804878049,70.6033658536585,70.525243902439,70.4185365853659,70.3068292682927,70.2057073170732,70.134243902439,70.0994878048781,70.0989268292683,70.1250731707317,70.1759024390244,70.2448780487805,70.3224634146341,70.3986097560976,70.465243902439,70.5199024390244,70.4085365853659,70.6292682926829,70.6890243902439,70.4790243902439,70.7509756097561,70.7346341463415,71.0212195121951,71.0887804878049,71.2078048780488,71.0263414634146,70.9326829268293,70.8829268292683,71.7951219512195,72.4487804878049,72.3,72.2536585365854,72.6536585365854,72.7048780487805,72.5512195121951,72.9024390243902,73.0512195121951,73.4024390243903,73.6048780487805,73.6048780487805,73.9585365853659,73.9048780487805,74.2048780487805,74.2073170731707,74.7048780487805,74.909756097561,75.1121951219512,75.9585365853659,76.109756097561,76.4121951219512,76.8121951219512,76.5634146341463,77.1658536585366,77.1658536585366,77.2658536585366,,
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.9780487804878,68.9780487804878,68.9780487804878,68.6219512195122,68.6634146341464,68.3658536585366,69.0121951219512,69.3658536585366,68.9170731707317,68.3609756097561,68.609756097561,68.8341463414634,69.0585365853659,69.4048780487805,70.1609756097561,70.3585365853659,70.3073170731707,70.5560975609756,70.7024390243902,70.8536585365854,71.1048780487805,71.2048780487805,71.0536585365854,70.5414634146342,70.9024390243903,71.3512195121951,71.8024390243903,72.0024390243902,72.4463414634146,72.7048780487805,73.2048780487805,73.3536585365854,73.3048780487805,73.2536585365854,73.4048780487805,73.9585365853659,74.4585365853658,74.7073170731707,74.8073170731708,75.009756097561,75.4121951219512,75.7585365853659,76.0073170731707,76.8585365853658,77.2073170731707,77.6121951219512,78.0865853658537,78.5609756097561,78.7658536585366,78.9707317073171,79.4219512195122,79.9707317073171,80.1243902439024,80.3219512195122,81.0780487804878,80.7756097560976,81.1756097560976,81.0292682926829,81.3780487804878,,
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.0056097560976,73.4743902439024,73.3504878048781,73.5553658536585,73.7331707317073,73.8617073170732,74.0785365853658,74.1224390243903,73.9729268292683,74.0848780487805,74.6492682926829,74.6239024390244,74.7180487804878,74.8673170731707,74.980487804878,74.9846341463415,74.9692682926829,75.379756097561,75.4690243902439,75.5241463414634,75.7409756097561,76.0260975609756,76.3273170731708,76.5517073170732,76.8158536585366,76.6678048780488,76.9312195121951,77.0921951219512,76.9792682926829,77.7268292682927,77.5368292682927,77.6668292682927,77.9987804878049,78.060487804878,78.650243902439,78.7404878048781,78.9590243902439,79.1975609756098,79.3390243902439,79.4414634146342,79.6439024390244,79.7951219512195,79.8463414634146,80.0951219512195,80.4975609756098,80.5463414634146,80.7487804878049,80.9,81.1,81.3512195121951,81.4512195121951,81.8024390243902,81.7048780487805,81.9560975609756,82.2536585365854,82.2048780487805,82.3073170731707,82.409756097561,82.5585365853659,,
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.572,43.951,44.325,44.699,45.083,45.489,45.929,46.409,46.935,47.508,48.128,48.788,49.479,50.191,50.919,51.661,52.421,53.198,53.991,54.795,55.613,56.453,57.307,58.158,58.978,59.749,60.46,61.081,61.572,61.885,61.95,61.7,61.112,60.192,58.958,57.422,55.606,53.595,51.498,49.424,47.49,45.799,44.41,43.372,42.731,42.518,42.733,43.308,44.17,45.275,46.601,48.141,49.862,51.699,53.569,55.359,56.962,58.319,59.401,,
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5439024390244,74.5365853658537,75.5878048780488,,,73.0536585365854,,77.0682926829268,77.219512195122,78.2926829268293,,,,
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,69.5975609756098,70.1878048780488,69.3243902439024,70.3829268292683,69.5536585365854,69.6975609756098,68.6560975609756,68.2365853658537,68.7024390243902,67.9707317073171,68.1073170731707,70.7121951219512,71.2146341463415,69.4682926829268,70.7292682926829,72.4829268292683,71.5609756097561,71.2121951219512,71.7463414634146,72.6682926829268,72.7780487804878,73.2536585365854,71.0878048780488,71.0292682926829,72.6609756097561,72.1317073170732,72.2170731707317,73.1439024390244,73.1634146341464,73.0829268292683,73.1975609756098,72.7243902439024,74.2756097560976,73.119512195122,73.2292682926829,74.2951219512195,74.309756097561,74.3,72.8414634146342,,
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.971,52.568,53.176,53.797,54.435,55.096,55.788,56.51,57.26,58.03,58.814,59.6,60.378,61.137,61.872,62.579,63.258,63.914,64.552,65.172,65.774,66.359,66.928,67.477,68.005,68.508,68.981,69.423,69.831,70.207,70.553,70.871,71.167,71.444,71.708,71.961,72.205,72.439,72.664,72.882,73.11,73.371,73.663,73.967,74.25,74.43,74.412,74.152,73.647,72.938,72.108,71.27,70.55,70.049,69.821,69.908,70.315,70.967,71.779,,
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.02,38.279,38.536,38.795,39.059,39.344,39.665,40.028,40.435,40.878,41.344,41.813,42.264,42.681,43.059,43.396,43.698,43.979,44.251,44.521,44.793,45.071,45.351,45.63,45.903,46.162,46.397,46.601,46.772,46.91,47.019,47.108,47.187,47.265,47.345,47.426,47.498,47.559,47.61,47.657,47.713,47.789,47.9,48.057,48.27,48.549,48.907,49.335,49.82,50.346,50.89,51.424,51.928,52.386,52.789,53.137,53.438,53.712,53.977,,
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.297,40.941,41.58,42.215,42.846,43.473,44.098,44.72,45.339,45.955,46.568,47.175,47.777,48.371,48.958,49.537,50.112,50.683,51.246,51.799,52.339,52.863,53.365,53.839,54.276,54.673,55.028,55.336,55.592,55.784,55.887,55.872,55.734,55.485,55.147,54.757,54.36,54.001,53.722,53.547,53.491,53.554,53.71,53.938,54.234,54.602,55.052,55.581,56.178,56.818,57.468,58.092,58.661,59.16,59.58,59.927,60.22,60.489,60.76,,
